gene	pLI	pRec	mis_z
SART3	9.9661e-01	3.3879e-03	8.0565e-01
SASH1	1.8020e-03	9.9820e-01	6.0418e-01
SASH3	3.8496e-01	6.1315e-01	1.8455e+00
SASS6	1.7379e-07	9.9969e-01	1.0075e+00
SAT1	8.7060e-01	1.2785e-01	1.7058e+00
SAT2	2.7832e-06	3.2656e-01	4.6874e-01
SATB1	9.9051e-01	9.4878e-03	3.9832e+00
SATB2	9.9999e-01	8.0908e-06	4.0511e+00
SATL1	4.9995e-20	4.0702e-04	-1.7094e-01
SAV1	9.0373e-04	9.9657e-01	-6.8427e-01
SAYSD1	3.7399e-05	3.9042e-01	-5.2968e-01
SBDS	6.2076e-05	7.2807e-01	5.9266e-01
SBF1	9.9933e-01	6.7026e-04	5.2710e-01
SBF2	6.3771e-10	1.0000e+00	1.1910e+00
SBK1	3.6812e-01	6.2157e-01	2.9371e+00
SBK2	3.9689e-05	4.0135e-01	1.4149e-01
SBK3	6.7934e-04	5.2431e-01	5.9251e-01
SBNO1	1.0000e+00	9.8927e-12	3.3608e+00
SBNO2	7.0655e-03	9.9293e-01	2.4448e+00
SBSN	6.2352e-06	8.9818e-01	5.8823e-01
SBSPON	6.7083e-06	7.2822e-01	-5.5179e-02
SC5D	2.5941e-03	9.3932e-01	7.2106e-01
SCAF1	9.9819e-01	1.8138e-03	1.4037e+00
SCAF11	1.0000e+00	3.6676e-06	5.3835e-01
SCAF4	1.0000e+00	9.9956e-09	1.9418e+00
SCAF8	1.0000e+00	1.0962e-09	1.8985e+00
SCAI	9.9936e-01	6.4476e-04	3.0105e+00
SCAMP1	9.7700e-01	2.3000e-02	2.4181e+00
SCAMP2	1.6007e-01	8.3935e-01	1.2969e+00
SCAMP3	2.1904e-03	9.9433e-01	3.8097e-01
SCAMP4	4.5692e-03	9.6772e-01	2.0096e-01
SCAMP5	6.5099e-01	3.4791e-01	2.0469e+00
SCAND1	2.2220e-01	6.5732e-01	6.1999e-02
SCAND3	3.9877e-09	9.9988e-01	2.3898e+00
SCAP	2.9094e-06	1.0000e+00	2.5694e+00
SCAPER	8.7953e-03	9.9120e-01	2.7213e+00
SCARA3	2.9816e-08	7.5782e-01	2.5309e-01
SCARA5	1.0417e-05	9.4486e-01	3.8197e-01
SCARB1	6.6228e-02	9.3366e-01	1.5983e+00
SCARB2	8.9495e-05	9.9705e-01	1.3237e+00
SCARF1	5.2898e-07	9.9846e-01	1.1388e+00
SCARF2	9.9980e-01	2.0223e-04	3.0165e+00
SCCPDH	4.5839e-09	5.9693e-01	9.7721e-01
SCD	9.6968e-01	3.0317e-02	2.0381e+00
SCD5	1.0398e-03	9.5364e-01	9.1657e-01
SCEL	4.5807e-21	1.2796e-01	2.8634e-01
SCFD1	9.9962e-01	3.8218e-04	2.0497e+00
SCFD2	6.0175e-13	1.1292e-01	2.1638e-01
SCG2	2.1176e-05	9.7831e-01	-7.5054e-02
SCG3	1.4883e-03	9.9728e-01	3.5517e-01
SCG5	6.2865e-05	7.3065e-01	6.1322e-01
SCGB1A1	7.9919e-04	3.4211e-01	1.4859e-01
SCGB1C1	2.1497e-05	1.6625e-01	-5.4671e-02
SCGB1D1	1.2940e-07	3.2227e-02	-1.3854e-01
SCGB1D2	2.7030e-01	6.4339e-01	-3.8039e-01
SCGB1D4	5.7471e-02	7.2604e-01	6.7074e-01
SCGB2A1	2.3239e-01	6.5544e-01	1.7342e-01
SCGB2A2	1.7485e-04	2.7950e-01	2.3393e-01
SCGB2B2	1.0603e-03	3.9135e-01	-2.3279e-01
SCGB3A1	3.0493e-02	6.1316e-01	3.2189e-01
SCGB3A2	6.1075e-03	5.1640e-01	1.1135e-01
SCGN	2.3395e-11	7.2166e-02	3.4859e-01
SCHIP1	9.8715e-01	1.2848e-02	1.9049e+00
SCIMP	4.2680e-04	6.6514e-01	4.6201e-01
SCIN	1.7180e-36	7.7132e-08	-7.7062e-01
SCLT1	4.3816e-16	8.9704e-01	-2.6924e-01
SCLY	2.3341e-09	4.5416e-01	-9.1207e-02
SCMH1	8.6107e-06	9.9930e-01	1.9527e+00
SCML1	9.6276e-01	3.7174e-02	2.2678e+00
SCML2	9.9961e-01	3.8679e-04	2.3993e+00
SCML4	7.5932e-06	9.1889e-01	6.8263e-01
SCN10A	9.9457e-38	1.0013e-03	-6.8152e-01
SCN11A	6.9339e-26	9.6145e-01	9.6431e-01
SCN1A	1.0000e+00	2.0494e-13	5.2206e+00
SCN1B	1.0186e-01	7.8354e-01	1.2235e+00
SCN2A	1.0000e+00	2.5483e-10	6.4584e+00
SCN2B	1.7119e-03	7.2283e-01	3.1730e-01
SCN3A	1.0000e+00	3.0524e-08	4.6180e+00
SCN3B	5.1030e-02	9.2977e-01	7.9405e-01
SCN4A	1.2940e-02	9.8706e-01	1.5606e+00
SCN4B	6.4529e-07	1.5168e-01	-1.8188e-01
SCN5A	9.1291e-01	8.7091e-02	2.7504e+00
SCN7A	2.1568e-17	9.9659e-01	4.0709e-01
SCN8A	1.0000e+00	5.3007e-10	7.6404e+00
SCN9A	4.7524e-19	9.9994e-01	1.0581e+00
SCNM1	2.9187e-06	7.8315e-01	1.3487e-01
SCNN1A	1.0835e-11	9.0816e-01	-4.9028e-01
SCNN1B	5.7545e-08	9.9256e-01	2.1217e-01
SCNN1D	1.6507e-33	6.1768e-07	-7.8105e-01
SCNN1G	4.8199e-01	5.1801e-01	5.6139e-01
SCO1	2.2337e-04	9.2276e-01	-1.9649e-01
SCO2	7.5473e-07	1.6526e-01	-1.6120e+00
SCOC	1.1142e-02	8.5119e-01	4.8514e-01
SCP2	8.7451e-07	9.9631e-01	1.2649e+00
SCP2D1	7.1644e-03	5.5004e-01	3.5376e-01
SCPEP1	1.2284e-13	1.6065e-01	6.1095e-01
SCRG1	4.4451e-02	6.8442e-01	-1.9933e-02
SCRIB	9.2926e-01	7.0736e-02	3.8071e-01
SCRN1	2.4890e-03	9.9461e-01	9.0608e-01
SCRN2	5.7373e-12	6.1027e-02	2.1734e-01
SCRN3	1.4833e-07	6.2725e-01	-2.2974e-02
SCRT1	2.2224e-01	7.4472e-01	2.4314e+00
SCRT2	9.1009e-01	8.9301e-02	2.5882e+00
SCT	1.4425e-07	3.4327e-02	-2.0276e-01
SCTR	2.4257e-12	2.4091e-01	-2.4273e-02
SCUBE1	9.6076e-01	3.9240e-02	1.9781e+00
SCUBE2	3.5629e-21	3.6069e-01	9.7664e-01
SCUBE3	9.9939e-01	6.1358e-04	2.6996e+00
SCYL1	2.5187e-08	9.9979e-01	1.3315e+00
SCYL2	7.7114e-02	9.2289e-01	1.2505e+00
SCYL3	2.8151e-01	7.1849e-01	9.8492e-01
SDAD1	1.8319e-20	7.9752e-02	-3.2727e-02
SDC1	8.4118e-03	9.3866e-01	-3.8989e-02
SDC2	4.0490e-01	5.8728e-01	4.6249e-01
SDC3	4.1455e-01	5.7817e-01	1.7903e-01
SDC4	4.1475e-03	8.7331e-01	-1.1747e-01
SDCBP	5.8136e-04	9.0700e-01	1.0446e+00
SDCBP2	3.6357e-07	3.5817e-01	8.8113e-02
SDCCAG3	3.6526e-13	4.5002e-02	-1.1081e+00
SDCCAG8	1.1809e-11	9.9584e-01	-9.8609e-02
SDE2	1.2412e-06	9.5132e-01	2.0882e-01
SDF2	2.6377e-02	9.2474e-01	6.4698e-01
SDF2L1	1.8957e-01	7.6598e-01	1.3916e+00
SDF4	9.1042e-03	9.8027e-01	5.5251e-01
SDHA	2.6088e-10	9.7249e-01	7.4492e-01
SDHAF1	8.7043e-02	5.7664e-01	3.7914e-01
SDHAF2	2.8312e-06	1.8512e-01	-1.3865e-01
SDHB	2.4397e-04	9.8371e-01	-1.0185e-01
SDHC	2.0065e-04	7.4025e-01	8.2502e-01
SDHD	3.3697e-01	6.4999e-01	-1.6607e-01
SDK1	4.1564e-06	1.0000e+00	-2.1004e+00
SDK2	4.1393e-03	9.9586e-01	2.6782e+00
SDPR	7.2412e-09	7.9560e-02	2.4565e-01
SDR16C5	1.2240e-02	9.5550e-01	-2.6075e-01
SDR39U1	1.5321e-11	2.9721e-02	-2.9226e-01
SDR42E1	1.5615e-09	3.2868e-02	-1.7806e+00
SDR42E2	1.3652e-08	1.1383e-01	1.1939e+00
SDR9C7	1.2329e-02	9.5573e-01	6.3305e-01
SDS	1.3923e-04	8.6878e-01	1.0356e+00
SDSL	1.3641e-11	1.4496e-02	-7.4555e-02
SEC11A	2.2542e-03	9.2863e-01	1.5822e+00
SEC11C	7.2415e-01	2.7325e-01	2.0024e+00
SEC13	1.7926e-02	9.8126e-01	6.2069e-01
SEC14L1	6.3264e-01	3.6736e-01	2.4339e+00
SEC14L2	2.9195e-08	9.1918e-01	9.8904e-01
SEC14L3	3.6612e-23	7.9623e-05	2.6321e-01
SEC14L4	1.3104e-11	3.2249e-01	2.6633e-01
SEC14L5	5.0927e-22	2.6863e-03	-1.4287e+00
SEC14L6	2.4606e-08	7.1915e-01	2.8255e-01
SEC16A	3.6049e-01	6.3951e-01	-4.7190e-01
SEC16B	2.0871e-25	1.2929e-01	3.5170e-01
SEC22A	1.3936e-06	6.3044e-01	7.6753e-02
SEC22C	2.8553e-07	5.2773e-01	8.3671e-01
SEC23A	1.0698e-11	9.9902e-01	1.7850e+00
SEC23B	6.0973e-20	2.8197e-01	4.7301e-01
SEC23IP	1.9318e-05	9.9998e-01	6.0001e-01
SEC24A	8.7713e-09	1.0000e+00	4.0575e-01
SEC24B	1.0000e+00	4.2208e-06	1.2338e+00
SEC24C	1.0000e+00	3.7052e-06	1.4958e+00
SEC24D	1.3348e-07	1.0000e+00	1.4285e+00
SEC31A	7.8773e-05	9.9992e-01	1.2261e+00
SEC31B	2.5856e-29	4.8641e-03	6.1856e-02
SEC61A1	9.8675e-01	1.3252e-02	4.0608e+00
SEC61A2	7.3737e-03	9.9250e-01	2.9996e+00
SEC61B	2.0030e-02	7.5858e-01	1.0334e+00
SEC61G	6.3104e-01	3.4189e-01	1.2593e+00
SEC62	9.8295e-01	1.7048e-02	1.7834e+00
SEC63	2.0818e-07	1.0000e+00	2.1992e+00
SECISBP2	2.1874e-18	1.7833e-01	5.1958e-03
SECISBP2L	2.8500e-01	7.1500e-01	1.5347e+00
SECTM1	5.7603e-02	8.7383e-01	3.5092e-01
SEH1L	1.4936e-01	8.5050e-01	1.7404e+00
SEL1L	9.8233e-01	1.7667e-02	2.4144e+00
SEL1L2	7.3382e-20	1.3486e-02	2.6680e-01
SEL1L3	3.5827e-03	9.9642e-01	1.2963e+00
SELE	7.9058e-10	9.7234e-01	-1.2519e-01
SELENBP1	3.2268e-16	1.9154e-02	4.4918e-01
SELK	1.1124e-04	3.8628e-01	3.3938e-01
SELL	4.9624e-07	8.5858e-01	3.1982e-01
SELM	1.6327e-06	1.3701e-01	3.3005e-01
SELO	5.1473e-18	8.7356e-04	-1.3955e+00
SELP	5.0448e-32	1.7218e-05	-2.5629e-01
SELPLG	1.7680e-01	6.5646e-01	-9.7548e-02
SELT	1.1531e-01	8.6032e-01	1.0136e+00
SELV	9.6824e-11	1.2404e-02	5.8051e-01
SEMA3A	9.7790e-01	2.2104e-02	1.7496e+00
SEMA3C	8.7445e-04	9.9912e-01	9.9433e-01
SEMA3D	4.0219e-08	9.9989e-01	7.5510e-01
SEMA3E	8.7148e-09	9.9981e-01	4.6461e-01
SEMA3F	9.9989e-01	1.1101e-04	2.4689e+00
SEMA3G	6.2569e-18	1.7246e-01	3.8033e-01
SEMA4A	1.8394e-05	9.9975e-01	2.2316e-01
SEMA4B	5.4103e-04	9.9945e-01	9.5608e-01
SEMA4C	1.0000e+00	4.5160e-06	2.3851e+00
SEMA4D	9.7472e-01	2.5282e-02	9.9698e-01
SEMA4F	9.1544e-13	8.7925e-01	3.2188e-01
SEMA4G	1.3518e-08	9.9753e-01	9.5345e-01
SEMA5A	1.5403e-05	9.9998e-01	1.3329e+00
SEMA5B	2.6361e-10	1.0000e+00	1.5032e+00
SEMA6A	9.9976e-01	2.4383e-04	7.4673e-01
SEMA6B	6.2270e-02	9.3773e-01	2.2197e+00
SEMA6C	1.2380e-06	9.9991e-01	1.5921e+00
SEMA6D	9.3948e-01	6.0518e-02	1.0786e+00
SEMA7A	1.7976e-01	8.2024e-01	1.8380e+00
SEMG1	3.5697e-01	5.9515e-01	-5.6989e-01
SEMG2	5.8203e-02	7.2789e-01	-1.2606e+00
SENP1	9.9358e-01	6.4199e-03	1.9961e+00
SENP2	9.8262e-01	1.7377e-02	1.8679e+00
SENP3	8.4821e-01	1.5179e-01	2.5625e+00
SENP5	9.9978e-01	2.1700e-04	2.1167e+00
SENP6	9.9998e-01	2.0670e-05	9.9897e-01
SENP7	7.3339e-02	9.2666e-01	2.1204e+00
SENP8	5.4686e-04	4.7901e-01	1.2827e+00
SEP15	5.8745e-02	8.7448e-01	2.9388e-01
SEPHS1	9.7637e-01	2.3626e-02	3.2396e+00
SEPHS2	2.2195e-03	9.2735e-01	1.7639e+00
SEPN1	9.7863e-10	7.4233e-01	4.2369e-01
SEPP1	8.2884e-07	7.5520e-01	1.2407e-02
SEPSECS	1.6143e-08	8.4558e-01	2.1401e-02
SEPT1	1.9572e-08	6.7076e-01	1.4061e+00
SEPT10	4.7356e-10	3.6392e-01	-1.1410e+00
SEPT11	9.5924e-01	4.0762e-02	1.9716e+00
SEPT12	3.3500e-19	1.7458e-04	-1.5374e+00
SEPT14	6.8701e-06	9.0883e-01	3.1791e-01
SEPT2	2.8815e-01	7.1168e-01	1.9898e+00
SEPT3	8.9413e-02	9.1025e-01	2.4759e+00
SEPT4	1.6597e-04	9.9865e-01	1.3574e+00
SEPT5	9.2671e-01	7.3287e-02	2.6296e+00
SEPT6	9.3177e-01	6.8218e-02	1.7001e+00
SEPT7	9.9924e-01	7.5557e-04	2.7420e+00
SEPT8	8.4191e-02	9.1544e-01	1.5701e+00
SEPT9	9.9579e-01	4.2113e-03	1.6181e+00
SEPW1	2.6801e-04	5.6374e-01	-2.7000e-01
SERAC1	3.9339e-06	9.9991e-01	1.4914e+00
SERBP1	9.9950e-01	5.0095e-04	1.6692e+00
SERF1A	3.1118e-01	5.0015e-01	1.9082e-01
SERF1B	3.0017e-01	5.0065e-01	6.5083e-01
SERF2	2.3172e-02	7.8288e-01	2.2668e-01
SERGEF	5.2893e-14	5.3302e-02	4.7243e-01
SERHL2	2.8325e-15	7.0396e-04	-2.0244e+00
SERINC1	7.4634e-03	9.9194e-01	1.3561e+00
SERINC2	3.9153e-13	8.8624e-02	-2.6210e-01
SERINC3	7.7880e-01	2.2119e-01	1.6164e-01
SERINC4	5.5221e-18	3.3775e-03	-4.4424e-01
SERINC5	6.6351e-06	9.9510e-01	9.6943e-01
SERP1	2.6523e-01	6.4541e-01	9.0020e-01
SERP2	6.6810e-01	3.1195e-01	9.1676e-01
SERPINA1	6.8497e-08	1.5025e-01	-3.7307e-01
SERPINA10	4.1522e-11	2.7783e-02	-1.8894e-01
SERPINA11	8.5963e-10	8.3955e-02	-3.0166e-01
SERPINA12	7.7169e-07	3.0013e-01	-1.0439e+00
SERPINA3	8.8330e-14	2.7728e-03	-1.3747e+00
SERPINA4	9.7276e-09	9.4065e-02	-6.7787e-01
SERPINA5	6.2368e-09	7.3067e-02	-1.2389e+00
SERPINA6	8.3448e-07	3.1208e-01	-6.6172e-01
SERPINA7	2.6137e-03	8.0335e-01	-6.5563e-01
SERPINA9	1.2106e-13	3.3382e-03	-1.1081e+00
SERPINB1	3.5486e-08	1.9242e-01	7.9421e-01
SERPINB10	3.3122e-10	9.1880e-02	-9.7109e-01
SERPINB11	4.7328e-07	6.3761e-01	-1.0213e+00
SERPINB12	2.7720e-25	2.3229e-06	-7.1400e-01
SERPINB13	7.0156e-06	7.3732e-01	-5.4139e-01
SERPINB2	6.3773e-12	3.4101e-02	-7.7290e-01
SERPINB3	8.2146e-16	1.2598e-03	-1.6623e+00
SERPINB4	8.7622e-17	6.4916e-04	-1.8735e+00
SERPINB5	3.6486e-03	9.5892e-01	3.8982e-01
SERPINB6	1.1009e-04	8.3375e-01	6.1260e-02
SERPINB7	7.3773e-09	2.7136e-01	-5.3178e-01
SERPINB8	2.7764e-09	1.6158e-01	-9.4999e-01
SERPINB9	1.2327e-02	9.5572e-01	6.7027e-03
SERPINC1	9.9892e-01	1.0834e-03	1.3587e+00
SERPIND1	2.5137e-10	7.8559e-02	-5.6846e-02
SERPINE1	4.3609e-02	9.5124e-01	4.5293e-01
SERPINE2	7.2990e-01	2.6999e-01	1.5885e+00
SERPINE3	2.4978e-06	7.5330e-01	9.6954e-01
SERPINF1	7.8044e-08	4.8898e-01	-9.1058e-01
SERPINF2	1.3624e-02	9.8516e-01	1.2322e+00
SERPING1	9.6351e-01	3.6475e-02	1.0607e+00
SERPINH1	2.7553e-02	9.6221e-01	4.8227e-02
SERPINI1	2.6631e-02	9.7114e-01	4.1942e-01
SERPINI2	6.9523e-15	8.5239e-03	4.5343e-01
SERTAD1	3.2037e-01	6.1826e-01	1.1532e+00
SERTAD2	8.8080e-01	1.1794e-01	6.7627e-01
SERTAD3	1.8142e-02	7.4089e-01	2.6544e-01
SERTAD4	3.3943e-02	9.5854e-01	1.9395e-01
SERTM1	4.9156e-01	4.3772e-01	1.0313e+00
SESN1	5.9629e-04	9.9847e-01	1.0494e+00
SESN2	4.1912e-07	9.5298e-01	1.6453e+00
SESN3	6.8496e-01	3.1503e-01	2.6147e+00
SESTD1	9.9802e-01	1.9829e-03	2.3071e+00
SET	9.9597e-01	4.0289e-03	2.6574e+00
SETBP1	1.0000e+00	8.6996e-07	1.0965e+00
SETD1A	1.0000e+00	1.5660e-08	1.8312e+00
SETD1B	1.0000e+00	1.8555e-07	4.6656e+00
SETD2	1.0000e+00	1.0050e-07	3.0459e+00
SETD3	2.0840e-02	9.7913e-01	1.4546e+00
SETD4	4.0420e-13	9.0238e-02	3.4362e-01
SETD5	9.9997e-01	2.9790e-05	1.1326e+00
SETD6	1.8383e-18	9.1744e-04	-3.8985e-01
SETD7	4.2257e-03	9.8916e-01	1.6574e+00
SETD8	9.8528e-01	1.4714e-02	2.0241e+00
SETD9	8.3912e-05	9.3439e-01	4.7923e-01
SETDB1	1.0000e+00	4.4631e-06	4.0082e+00
SETDB2	2.3171e-05	9.9994e-01	1.7492e+00
SETMAR	1.0188e-04	8.2103e-01	2.6309e-01
SETX	9.5483e-01	4.5167e-02	-1.1177e-01
SEZ6	1.7486e-06	9.9999e-01	1.9646e+00
SEZ6L	5.0741e-01	4.9259e-01	1.4683e+00
SEZ6L2	1.1743e-01	8.8257e-01	1.7545e+00
SF1	9.9943e-01	5.6899e-04	3.6203e+00
SF3A1	9.8752e-01	1.2480e-02	4.1633e+00
SF3A2	8.8315e-01	1.1680e-01	2.6125e+00
SF3A3	1.0000e+00	3.1787e-06	3.6172e+00
SF3B1	1.0000e+00	1.7885e-11	7.6987e+00
SF3B14	5.8902e-01	4.0201e-01	1.8999e+00
SF3B2	9.9992e-01	7.9985e-05	3.6833e+00
SF3B3	1.0000e+00	5.8132e-07	5.1845e+00
SF3B4	9.9176e-01	8.2425e-03	3.8666e+00
SF3B5	5.8354e-01	3.7783e-01	1.1852e+00
SFI1	5.9369e-44	1.5157e-04	-5.4318e-01
SFMBT1	9.3588e-01	6.4118e-02	2.0494e+00
SFMBT2	9.9939e-01	6.1038e-04	1.2804e+00
SFN	3.6544e-01	6.2405e-01	1.3952e+00
SFPQ	9.9992e-01	7.6408e-05	2.9778e+00
SFR1	4.7059e-10	3.1254e-02	-4.2495e-01
SFRP1	9.6457e-01	3.5375e-02	1.3107e+00
SFRP2	1.6693e-03	8.9981e-01	1.3100e+00
SFRP4	9.2586e-05	9.4189e-01	4.5878e-02
SFRP5	5.1843e-06	4.3760e-01	6.3206e-01
SFSWAP	9.9999e-01	7.7832e-06	2.7967e+00
SFT2D1	1.6186e-03	8.9636e-01	3.1279e-01
SFT2D2	1.1062e-02	9.5197e-01	-1.6277e-01
SFT2D3	1.0130e-01	6.0033e-01	-1.4933e+00
SFTA2	3.6441e-02	6.4795e-01	3.0845e-01
SFTA3	3.8679e-01	5.7412e-01	5.6709e-01
SFTPA1	3.6780e-04	6.3284e-01	-7.1428e-01
SFTPA2	9.2512e-03	8.2441e-01	-1.1576e+00
SFTPB	2.5934e-04	9.9667e-01	5.9688e-01
SFTPC	7.5276e-04	7.8058e-01	8.4882e-01
SFTPD	7.4927e-05	9.2475e-01	5.7845e-01
SFXN1	9.7212e-04	9.8802e-01	5.0732e-01
SFXN2	1.0626e-03	9.8922e-01	4.5200e-01
SFXN3	2.4372e-08	4.7847e-01	4.3650e-01
SFXN4	1.2428e-07	9.4641e-01	7.6539e-01
SFXN5	1.4720e-04	9.9299e-01	8.9205e-01
SGCA	2.7124e-03	9.8491e-01	6.7626e-01
SGCB	9.5805e-07	3.3406e-01	-4.9736e-03
SGCD	2.0725e-03	9.7994e-01	1.9528e-01
SGCE	2.3761e-02	9.7613e-01	1.0529e+00
SGCG	4.8210e-05	8.7589e-01	-1.3428e-01
SGCZ	6.4001e-09	4.3364e-01	-1.0185e+00
SGIP1	9.9997e-01	3.0794e-05	1.0555e+00
SGK1	2.3046e-03	9.9756e-01	1.2481e+00
SGK2	2.1934e-12	1.2490e-01	7.4886e-01
SGK223	1.6825e-35	5.7047e-07	-3.3518e+00
SGK3	8.5621e-07	9.9620e-01	1.6465e+00
SGK494	7.2766e-10	6.8071e-01	2.6947e-01
SGMS1	9.4507e-01	5.4927e-02	2.6665e+00
SGMS2	5.6938e-02	9.4237e-01	1.0987e+00
SGOL1	2.5902e-12	1.3698e-01	-5.7728e-01
SGOL2	3.6085e-07	9.9989e-01	5.6383e-01
SGPL1	3.6264e-03	9.9630e-01	1.8214e+00
SGPP1	1.3890e-04	8.6844e-01	6.4572e-01
SGPP2	2.8191e-03	9.4488e-01	7.3505e-02
SGSH	1.0158e-04	9.8834e-01	-5.3751e-02
SGSM1	1.5957e-05	9.9998e-01	1.9718e+00
SGSM2	4.2902e-09	1.0000e+00	2.9945e-01
SGSM3	3.4061e-15	8.7533e-01	1.6179e-01
SGTA	9.4632e-01	5.3676e-02	1.9674e+00
SGTB	4.0724e-02	9.5811e-01	2.0328e+00
SH2B1	9.6861e-01	3.1394e-02	6.9061e-01
SH2B2	1.4932e-05	9.6535e-01	1.8418e+00
SH2B3	1.0289e-04	9.8855e-01	4.1489e-01
SH2D1A	3.8935e-01	5.7224e-01	1.6869e+00
SH2D1B	1.3037e-02	8.7081e-01	3.1920e-01
SH2D2A	8.2695e-07	7.5475e-01	4.8346e-01
SH2D3A	3.6368e-08	7.9524e-01	1.0479e+00
SH2D3C	3.5085e-04	9.9957e-01	1.9463e+00
SH2D4A	3.1396e-22	5.4444e-04	-2.1678e+00
SH2D4B	6.3396e-06	9.7540e-01	9.6349e-02
SH2D5	6.4459e-08	6.8771e-01	6.8156e-01
SH2D6	3.7712e-05	3.9194e-01	4.6693e-01
SH2D7	2.3722e-08	4.7295e-01	1.0167e-01
SH3BGR	2.1831e-03	9.2595e-01	4.4227e-01
SH3BGRL	3.0081e-01	6.2911e-01	5.2829e-01
SH3BGRL2	1.5983e-07	6.9215e-02	7.4955e-03
SH3BGRL3	1.4900e-01	7.8444e-01	2.6554e-01
SH3BP1	1.0463e-02	9.8946e-01	1.5776e+00
SH3BP2	1.1560e-11	3.0302e-01	2.9163e-01
SH3BP4	2.5338e-03	9.9735e-01	6.2792e-01
SH3BP5	4.8330e-02	9.5077e-01	9.6219e-01
SH3BP5L	4.5690e-02	9.5333e-01	1.6825e+00
SH3D19	5.5622e-06	9.9994e-01	5.8267e-01
SH3D21	8.7925e-12	8.8395e-01	5.8490e-01
SH3GL1	1.1714e-02	9.8676e-01	9.1846e-01
SH3GL2	1.1862e-04	9.9058e-01	9.6328e-01
SH3GL3	1.0242e-04	9.8848e-01	1.2059e+00
SH3GLB1	9.9407e-01	5.9335e-03	1.6282e+00
SH3GLB2	1.4857e-03	9.9246e-01	1.3846e+00
SH3KBP1	9.9899e-01	1.0083e-03	2.0512e+00
SH3PXD2A	9.8897e-01	1.1031e-02	1.5586e+00
SH3PXD2B	4.1589e-03	9.9584e-01	5.2600e-01
SH3RF1	1.0761e-02	9.8923e-01	1.5097e+00
SH3RF2	1.2714e-13	1.6369e-01	-1.2399e-01
SH3RF3	2.8368e-02	9.7155e-01	1.5326e+00
SH3TC1	6.0939e-35	8.7163e-06	-2.1498e+00
SH3TC2	8.3409e-16	9.8950e-01	-7.1307e-01
SH3YL1	5.3675e-08	6.4826e-01	5.0119e-01
SHANK1	1.0000e+00	4.5325e-07	3.6416e+00
SHANK2	8.4299e-07	1.0000e+00	2.3243e+00
SHANK3	1.0000e+00	2.5273e-07	3.7434e+00
SHARPIN	2.3120e-05	9.1894e-01	-4.3864e-02
SHB	9.6874e-01	3.1262e-02	2.4113e-01
SHBG	1.2538e-06	8.2995e-01	1.9482e-01
SHC1	1.7351e-03	9.9727e-01	1.3269e+00
SHC2	2.1349e-14	3.1517e-02	2.7445e-01
SHC3	4.6457e-02	9.5335e-01	1.3963e+00
SHC4	7.1127e-11	8.6599e-01	1.2343e-01
SHCBP1	9.3806e-08	9.9628e-01	1.2013e+00
SHCBP1L	1.5171e-17	6.1210e-03	2.8978e-02
SHD	8.3568e-06	7.7168e-01	-4.3250e-01
SHE	9.8850e-01	1.1496e-02	7.7160e-01
SHF	1.6039e-01	8.3902e-01	8.6607e-01
SHFM1	7.6288e-01	2.2932e-01	5.4572e-01
SHH	9.8258e-01	1.7413e-02	2.9479e+00
SHISA2	7.3123e-02	8.7768e-01	7.0193e-02
SHISA3	3.6402e-05	3.8552e-01	3.8626e-01
SHISA4	9.2720e-04	8.1760e-01	9.4296e-01
SHISA5	1.1126e-06	3.5915e-01	2.8542e-01
SHISA6	8.5318e-01	1.4680e-01	2.1522e+00
SHISA7	8.5388e-01	1.4398e-01	1.7406e+00
SHISA8	3.7777e-01	4.8783e-01	5.6203e-01
SHISA9	8.7306e-01	1.2687e-01	1.7898e+00
SHKBP1	7.8108e-08	9.9901e-01	1.9820e+00
SHMT1	1.2750e-14	2.3339e-02	3.5240e-01
SHMT2	7.8195e-08	9.7720e-01	1.5225e+00
SHOC2	9.9946e-01	5.4080e-04	2.9666e+00
SHOX	6.6566e-01	3.3338e-01	-5.3811e-01
SHOX2	1.6059e-02	9.6175e-01	-9.9811e-02
SHPK	1.0103e-16	1.2698e-01	4.6603e-01
SHPRH	1.7017e-06	1.0000e+00	2.3267e+00
SHQ1	4.7806e-11	3.5232e-01	-4.3214e-01
SHROOM1	4.5738e-02	9.5406e-01	9.2291e-01
SHROOM2	2.9403e-03	9.9704e-01	-3.2535e-01
SHROOM3	3.1709e-01	6.8291e-01	1.2399e+00
SHROOM4	9.9965e-01	3.4943e-04	9.5131e-01
SI	3.9353e-60	3.0269e-07	-1.0804e+00
SIAE	7.7865e-12	2.4771e-01	1.2533e-01
SIAH1	6.9866e-01	3.0064e-01	3.2273e+00
SIAH2	6.8669e-01	3.0950e-01	2.4272e+00
SIAH3	9.6340e-04	5.9983e-01	-3.4856e-01
SIDT1	6.5084e-15	9.4127e-01	-1.1044e-01
SIDT2	2.2006e-10	9.9994e-01	1.9519e+00
SIGIRR	5.9288e-06	8.9228e-01	-4.8525e-02
SIGLEC1	5.3298e-46	1.8401e-07	-2.7714e-01
SIGLEC10	6.8352e-06	9.9980e-01	1.0002e+00
SIGLEC11	7.8092e-22	2.5091e-04	-9.5026e-01
SIGLEC12	1.2163e-13	8.5838e-02	-6.7273e-01
SIGLEC14	1.3412e-03	9.6620e-01	4.3623e-01
SIGLEC15	8.2148e-09	4.5150e-02	9.7922e-01
